Kepler ID,RA (J2000),Dec (J2000),RA PM,Dec PM,Star/Gal ID,Teff,Log G,Metallicity,E(B-V),A_V,Radius,Parallax
10185922,280.7370000,47.2652700,0.000,0.000,0,5085,4.453,-0.447,0.090,0.278,0.964,
10186018,280.8074600,47.2934800,0.008,0.018,0,5729,4.512,-0.010,0.076,0.236,0.945,
10186075,280.8417700,47.2899300,-0.006,-0.012,0,4596,2.595,-0.068,0.085,0.265,9.976,
10186222,280.9228400,47.2989000,0.004,0.010,0,5572,4.586,-0.142,0.099,0.307,0.853,
10186243,280.9350900,47.2823700,0.000,0.000,0,5985,4.406,-0.257,0.122,0.378,1.089,
10186263,280.9566300,47.2763600,0.000,0.000,0,6506,4.238,-0.243,0.085,0.262,1.370,
10186280,280.9694400,47.2631300,0.000,0.000,0,5585,4.610,0.356,0.073,0.227,0.830,
10186327,280.9998300,47.2681500,0.002,-0.008,0,5873,4.447,-0.166,0.087,0.268,1.029,
10186342,281.0118900,47.2851600,0.000,0.000,0,5558,4.482,-0.245,0.087,0.270,0.970,
10186360,281.0250600,47.2856600,0.000,-0.014,0,5694,4.481,-0.112,0.110,0.341,0.979,
10186524,281.1447600,47.2891600,0.008,-0.006,0,4996,3.788,-0.076,0.108,0.335,2.357,
10187218,281.6170310,47.2773900,0.000,0.000,0,5527,4.393,0.002,0.100,0.311,1.080,
10187304,281.6830600,47.2102600,0.000,0.000,0,5688,4.455,-0.196,0.102,0.315,1.012,
10189323,282.9093110,47.2921900,-0.004,-0.012,0,5251,4.880,-0.345,0.095,0.295,0.567,
10189354,282.9206810,47.2694500,0.008,0.012,0,5727,4.414,-0.214,0.128,0.398,1.065,
10189413,282.9484010,47.2938600,0.000,0.000,0,5993,4.619,-0.933,0.121,0.376,0.838,
10189430,282.9592500,47.2416300,0.000,0.000,0,4635,4.404,0.297,0.073,0.225,0.960,
10189448,282.9691400,47.2032900,0.000,0.000,0,5388,4.458,-0.132,0.114,0.353,0.984,
10189470,282.9776700,47.2788300,0.000,0.000,0,5557,4.496,-0.106,0.118,0.365,0.953,
10189476,282.9808010,47.2342400,0.000,0.000,0,5970,4.318,-0.238,0.065,0.203,1.212,
10189500,282.9984900,47.2309100,0.000,0.000,0,5799,4.467,-0.395,0.122,0.378,1.001,
10189523,283.0119600,47.2386000,0.000,0.000,0,5002,4.538,-0.772,0.108,0.335,0.856,
10189542,283.0213800,47.2596500,0.000,0.000,0,5459,4.540,-0.156,0.088,0.273,0.895,
10189546,283.0227900,47.2611300,0.000,0.000,0,5293,4.496,-0.146,0.092,0.285,0.930,
10189557,283.0272410,47.2498800,0.000,0.000,0,5291,4.453,-0.562,0.114,0.355,0.983,
10189576,283.0345770,47.2242080,0.000,0.000,0,,,,,,,
10189607,283.0495500,47.2073000,0.000,0.000,0,5661,4.431,-0.255,0.109,0.339,1.040,
10189615,283.0575500,47.2584200,0.000,0.000,0,5533,4.770,-0.257,0.109,0.339,0.673,
10189651,283.0789290,47.2160070,0.000,0.000,0,,,,,,,
10189674,283.0916400,47.2423500,0.000,0.000,0,5183,4.520,-0.499,0.040,0.124,0.893,
10189770,283.1440010,47.2054600,0.000,0.000,0,5462,4.442,-0.056,0.113,0.351,1.011,
10189803,283.1647610,47.2046400,0.000,0.000,0,5672,4.327,-0.342,0.131,0.406,1.183,
10189809,283.1720700,47.2102400,0.000,0.000,0,5415,4.496,-0.550,0.114,0.353,0.941,
10189880,283.2198300,47.2242300,0.000,0.000,0,5285,4.464,-0.186,0.062,0.192,0.968,
10189884,283.2213900,47.2335100,0.000,0.000,0,5790,4.405,-0.261,0.104,0.322,1.080,
10189889,283.2259100,47.2512600,0.000,0.000,0,5712,4.454,-0.226,0.066,0.206,1.013,
10189920,283.2451200,47.2490700,0.000,0.000,0,4702,2.590,-0.041,0.120,0.373,10.058,
10189953,283.2688800,47.2011700,0.000,0.000,0,5417,4.107,-0.215,0.121,0.375,1.553,
10189985,283.2915410,47.2809400,0.000,0.000,0,4972,4.658,-0.066,0.082,0.255,0.728,
10190029,283.3147310,47.2767300,0.000,0.000,0,5519,4.535,-0.257,0.066,0.205,0.905,
10190047,283.3195500,47.2833600,0.000,0.000,0,5883,4.534,-0.029,0.111,0.345,0.926,
10190048,283.3195700,47.2922700,0.000,0.000,0,4108,4.517,-0.500,0.060,0.185,0.708,
10190060,283.3315800,47.2828400,0.000,0.000,0,5761,4.597,0.075,0.074,0.230,0.852,
10190075,283.3353300,47.2088300,0.000,0.000,0,5659,4.576,-0.084,0.096,0.299,0.870,
10190161,283.3856300,47.2496600,0.000,0.000,0,5854,4.517,0.190,0.126,0.390,0.945,
10190163,283.3860800,47.2598200,0.000,0.000,0,6124,4.263,-0.205,0.082,0.256,1.305,
10190244,283.4134500,47.2182000,-0.001,-0.004,0,4218,1.670,-0.343,0.072,0.223,29.346,
10190374,283.4840810,47.2898800,0.000,0.000,0,5673,4.407,-0.248,0.131,0.407,1.072,
10190394,283.4984130,47.2718430,0.000,0.000,0,,,,,,,
10190463,283.5349610,47.2869200,0.000,0.000,0,5803,4.708,-0.382,0.113,0.351,0.743,
10190468,283.5377900,47.2368300,0.000,0.000,0,5842,4.628,-0.486,0.116,0.361,0.823,
10190470,283.5383100,47.2629300,0.000,0.000,0,4610,4.417,-0.094,0.055,0.171,0.938,
10190481,283.5446700,47.2904400,0.000,0.000,0,5712,4.585,-0.225,0.090,0.278,0.863,
10190484,283.5480300,47.2720400,0.000,0.000,0,5331,4.874,0.066,0.080,0.249,0.577,
10190536,283.5786800,47.2638900,0.000,0.000,0,5818,4.438,0.023,0.117,0.362,1.038,
10190562,283.5927600,47.2636200,0.000,0.000,0,5247,4.505,-0.081,0.083,0.257,0.916,
10190593,283.6075700,47.2999800,0.000,0.000,0,5744,4.499,-0.017,0.116,0.361,0.961,
10190607,283.6146410,47.2465600,0.000,0.000,0,5561,4.344,-0.178,0.103,0.318,1.150,
10190659,283.6419800,47.2370700,0.000,0.000,0,5547,4.545,-0.049,0.114,0.353,0.896,
10190733,283.6932200,47.2393800,0.000,0.000,0,4771,2.620,-0.269,0.133,0.413,9.737,
10190753,283.7023800,47.2524700,0.000,0.000,0,5689,4.689,0.107,0.102,0.317,0.756,
10190780,283.7209800,47.2986700,0.000,0.000,0,5927,4.488,-0.080,0.100,0.310,0.981,
10190813,283.7400900,47.2671800,0.000,0.000,0,5506,4.518,-0.050,0.126,0.391,0.923,
10190841,283.7544900,47.2724500,0.000,0.000,0,4902,2.570,-0.327,0.087,0.271,10.345,
10190880,283.7711300,47.2599500,0.000,0.000,0,5951,4.343,-0.275,0.133,0.412,1.174,
10190886,283.7750700,47.2856500,0.000,0.000,0,5883,4.585,0.010,0.109,0.338,0.870,
10190916,283.7898110,47.2536100,0.000,0.000,0,6072,4.457,-0.153,0.076,0.237,1.026,
10190921,283.7903900,47.2875400,0.000,0.000,0,5468,4.598,-0.448,0.050,0.154,0.832,
10190924,283.7925000,47.2005400,0.000,0.000,0,5997,4.336,-0.449,0.062,0.192,1.186,
10190936,283.7993400,47.2403100,0.000,0.000,0,5921,4.437,-0.140,0.131,0.407,1.045,
10190941,283.8016010,47.2622000,0.000,0.000,0,5415,4.663,-0.122,0.109,0.339,0.762,
10190945,283.8029510,47.2665800,0.000,0.000,0,5814,4.381,-0.400,0.126,0.390,1.113,
10190957,283.8098900,47.2052700,0.000,0.000,0,5682,4.638,-0.034,0.126,0.390,0.806,
10190960,283.8109900,47.2879500,0.000,0.000,0,5865,4.558,-0.149,0.108,0.334,0.899,
10191036,283.8514800,47.2436600,0.000,0.000,0,6012,4.347,-0.210,0.065,0.201,1.172,
10191056,283.8663000,47.2282700,0.000,0.000,0,6588,4.116,-0.243,0.063,0.196,1.607,
10191142,283.9270500,47.2198000,0.000,0.000,0,3198,0.048,0.004,0.122,0.378,186.649,
10191170,283.9391100,47.2909400,0.000,0.000,0,6424,4.280,-0.405,0.098,0.303,1.294,
10191204,283.9630610,47.2158900,0.000,0.000,0,5741,4.474,-0.119,0.127,0.394,0.990,
10191210,283.9660700,47.2257700,0.000,0.000,0,5932,4.442,0.031,0.081,0.250,1.039,
10191247,283.9861500,47.2107900,0.000,0.000,0,5126,3.840,-0.408,0.101,0.312,2.205,
10191248,283.9864010,47.2041300,0.000,0.000,0,6007,4.638,0.002,0.128,0.397,0.819,
10191272,283.9996610,47.2930500,0.000,0.000,0,5215,3.923,-0.002,0.096,0.299,1.977,
10191297,284.0199000,47.2813000,0.000,0.000,0,5554,4.514,-0.119,0.099,0.308,0.932,
10191367,284.0548700,47.2472000,0.000,0.000,0,6021,4.453,-0.033,0.122,0.379,1.030,
10191401,284.0699100,47.2597300,0.000,0.000,0,5409,3.890,-0.216,0.081,0.251,2.072,
10191449,284.0924900,47.2513800,0.000,0.000,0,5368,4.568,-0.052,0.113,0.350,0.855,
10191459,284.0972700,47.2691000,0.000,0.000,0,4974,4.313,0.094,0.106,0.328,1.143,
10191527,284.1413100,47.2300900,0.000,0.000,0,5084,4.500,-0.146,0.099,0.306,0.908,
10191530,284.1435000,47.2170400,0.000,0.000,0,5769,4.437,-0.036,0.110,0.341,1.038,
10191644,284.2159700,47.2990900,0.000,0.000,0,5483,4.781,-0.087,0.109,0.337,0.660,
10191650,284.2182110,47.2670800,0.000,0.000,0,5830,4.407,-0.142,0.110,0.340,1.080,
10191687,284.2375400,47.2011000,0.000,0.000,0,5696,4.460,-0.178,0.129,0.401,1.005,
10191751,284.2685900,47.2761100,0.000,0.000,0,5762,4.495,-0.336,0.085,0.264,0.967,
10191812,284.2998000,47.2009200,0.000,0.000,0,6627,4.277,-0.115,0.146,0.453,1.313,
10191831,284.3107400,47.2502300,0.000,0.000,0,5200,4.547,-0.290,0.111,0.344,0.864,
10191846,284.3148300,47.2326800,0.000,0.000,0,5977,4.472,-0.225,0.112,0.348,1.003,
10191859,284.3228810,47.2219300,0.000,0.000,0,6143,4.301,-0.221,0.071,0.221,1.246,
10191881,284.3370900,47.2427700,0.000,0.000,0,5869,4.518,-0.194,0.115,0.355,0.943,
10191892,284.3406600,47.2051200,0.000,0.000,0,6052,4.434,-0.109,0.073,0.227,1.055,
10191909,284.3478900,47.2732600,0.000,0.000,0,5337,4.653,-0.511,0.110,0.340,0.765,
10191960,284.3745000,47.2930500,0.000,0.000,0,5823,4.701,0.066,0.103,0.321,0.751,
10191981,284.3839500,47.2356900,0.000,0.000,0,5536,4.672,-0.309,0.075,0.232,0.763,
10192060,284.4164900,47.2366400,0.000,0.000,0,5409,4.408,-0.149,0.123,0.380,1.050,
10192145,284.4619500,47.2172000,0.000,0.000,0,4721,2.351,0.107,0.111,0.343,13.283,
10192152,284.4671510,47.2777100,0.000,0.000,0,5445,4.709,-0.128,0.099,0.307,0.722,
10192155,284.4689100,47.2458600,0.000,0.000,0,5464,4.096,-0.113,0.110,0.342,1.577,
10192175,284.4786110,47.2834300,0.000,0.000,0,5465,4.609,-0.025,0.104,0.322,0.821,
10198347,287.6172110,47.2773800,0.000,0.000,0,4944,2.505,-0.300,0.114,0.352,11.152,
10198349,287.6175710,47.2965900,0.000,0.000,0,5945,4.703,-0.258,0.121,0.375,0.753,
10198381,287.6417600,47.2641400,0.000,0.000,0,5094,4.493,-0.099,0.110,0.340,0.916,
10198588,287.7460800,47.2281600,0.000,0.000,0,5837,4.614,-0.040,0.128,0.397,0.837,
10198653,287.7780000,47.2682200,0.000,0.000,0,5328,4.629,-0.118,0.101,0.313,0.789,
10198664,287.7858410,47.2742900,0.000,0.000,0,5495,4.896,0.024,0.056,0.172,0.572,
10198665,287.7860100,47.2809700,0.000,0.000,0,5415,4.795,0.121,0.115,0.357,0.644,
10198682,287.7956300,47.2701500,0.000,0.000,0,5340,4.656,-0.064,0.103,0.318,0.763,
10198696,287.8025300,47.2544700,0.000,0.000,0,5947,4.563,-0.301,0.135,0.418,0.896,
10198744,287.8235810,47.2607400,0.000,0.000,0,5595,4.523,-0.340,0.110,0.343,0.925,
10198757,287.8325810,47.2570100,0.000,0.000,0,5663,4.564,0.215,0.139,0.430,0.883,
10198761,287.8356200,47.2488600,0.000,0.000,0,4830,3.048,-0.435,0.118,0.367,5.970,
10198779,287.8454700,47.2579100,0.000,0.000,0,5538,4.496,0.161,0.115,0.356,0.951,
10198802,287.8574100,47.2923100,0.000,0.000,0,5261,4.735,0.143,0.108,0.336,0.684,
10198803,287.8575000,47.2198300,0.000,0.000,0,5428,4.093,-0.533,0.102,0.316,1.583,
10198810,287.8614000,47.2472800,0.000,0.000,0,4966,4.853,-0.020,0.083,0.256,0.564,
10198813,287.8633200,47.2994200,0.000,0.000,0,5311,4.551,-0.468,0.066,0.203,0.869,
10198908,287.9130110,47.2177700,0.000,0.000,0,5695,4.533,-0.438,0.108,0.333,0.919,
10198942,287.9287610,47.2580100,0.000,0.000,0,6029,4.338,-0.177,0.099,0.308,1.185,
10198947,287.9298000,47.2126000,0.000,0.000,0,4971,3.689,-0.444,0.126,0.391,2.687,
10198960,287.9387040,47.2458290,0.000,0.000,0,,,,,,,
10198964,287.9391000,47.2297500,0.000,0.000,0,6014,4.682,0.059,0.141,0.436,0.776,
10199006,287.9592490,47.2885200,0.000,0.000,0,5173,3.775,-0.157,0.127,0.392,2.403,
10199126,288.0274500,47.2453600,0.000,0.000,0,5522,4.788,0.039,0.110,0.340,0.657,
10199146,288.0364310,47.2722000,0.000,0.000,0,5497,4.608,-0.262,0.122,0.380,0.825,
10199187,288.0607700,47.2397700,0.000,0.000,0,4616,2.405,-0.321,0.139,0.431,12.450,
10199238,288.0862270,47.2726230,0.000,0.000,0,,,,,,,
10199239,288.0889610,47.2317700,0.000,0.000,0,5538,4.661,-0.171,0.071,0.220,0.774,
10199257,288.0966800,47.2281200,0.000,0.000,0,5843,4.770,-0.124,0.116,0.360,0.689,
10199289,288.1080500,47.2903100,0.000,0.000,0,5009,3.073,-0.120,0.108,0.336,5.812,
10199313,288.1178720,47.2756340,0.000,0.000,0,,,,,,,
10199326,288.1265400,47.2458000,0.000,0.000,0,5030,3.653,-0.233,0.113,0.350,2.820,
10199349,288.1402610,47.2344200,0.000,0.000,0,5342,4.517,0.120,0.122,0.377,0.911,
10199357,288.1462100,47.2877500,0.000,0.000,0,6080,4.234,-0.126,0.100,0.311,1.352,
10199382,288.1635710,47.2486700,0.000,0.000,0,5941,4.445,0.003,0.133,0.411,1.036,
10199394,288.1722600,47.2153600,0.000,0.000,0,5273,4.348,0.264,0.085,0.265,1.120,
10199401,288.1768100,47.2693400,0.000,0.000,0,5296,4.346,0.208,0.132,0.408,1.126,
10199406,288.1781600,47.2920500,0.000,0.000,0,5070,3.465,-0.262,0.130,0.402,3.587,
10199431,288.1886400,47.2349700,0.000,0.000,0,5429,4.624,0.056,0.117,0.364,0.803,
10199446,288.1954010,47.2842400,0.000,0.000,0,5486,4.567,-0.055,0.112,0.346,0.867,
10199454,288.2000700,47.2685560,0.000,0.000,0,,,,,,,
10199493,288.2202800,47.2245400,0.000,0.000,0,6284,4.617,-0.349,0.124,0.386,0.851,
10199496,288.2209610,47.2080400,0.000,0.000,0,5155,3.863,-0.279,0.112,0.346,2.139,
10199528,288.2437800,47.2331700,0.000,0.000,0,4938,4.452,-0.080,0.081,0.250,0.947,
10199536,288.2507400,47.2157300,0.000,0.000,0,6068,4.225,-0.165,0.114,0.353,1.367,
10199556,288.2614500,47.2605200,0.000,0.000,0,4010,4.388,-0.265,0.057,0.176,0.844,
10199564,288.2668400,47.2649100,0.000,0.000,0,4127,4.580,0.193,0.035,0.110,0.645,
10199566,288.2678400,47.2895000,0.000,0.000,0,6017,4.631,-0.028,0.147,0.455,0.827,
10199575,288.2716800,47.2940300,0.000,0.000,0,6150,4.328,-0.235,0.127,0.395,1.206,
10199580,288.2752080,47.2719740,0.000,0.000,0,,,,,,,
10199596,288.2826600,47.2159200,0.000,0.000,0,5439,4.661,-0.378,0.103,0.320,0.766,
10199613,288.2937710,47.2702900,0.000,0.000,0,5898,4.682,-0.065,0.109,0.339,0.772,
10199650,288.3101100,47.2176900,0.000,0.000,0,4923,3.128,0.030,0.153,0.476,5.428,
10199661,288.3148800,47.2497100,0.000,0.000,0,5558,4.545,-0.299,0.063,0.197,0.897,
10199678,288.3215700,47.2617300,0.000,0.000,0,5086,4.665,-0.516,0.060,0.187,0.734,
10199685,288.3245400,47.2693800,0.000,0.000,0,4767,4.295,0.449,0.089,0.274,1.139,
10199703,288.3366110,47.2268200,0.000,0.000,0,5669,4.545,0.143,0.104,0.322,0.904,
10199817,288.3945630,47.2643510,0.000,0.000,0,,,,,,,
10199906,288.4398410,47.2048900,0.000,0.000,0,5869,4.674,-0.560,0.131,0.407,0.778,
10199948,288.4565100,47.2482000,0.000,0.000,0,5851,4.677,-0.154,0.092,0.285,0.775,
10199977,288.4691300,47.2564000,0.000,0.000,0,5576,4.528,-0.475,0.043,0.134,0.918,
10200031,288.5000070,47.2470950,0.000,0.000,0,,,,,,,
10255817,282.9115800,47.3616500,0.000,0.000,0,5079,4.729,-0.479,0.087,0.270,0.675,
10255886,282.9464100,47.3780600,0.000,0.000,0,4949,4.234,-0.150,0.118,0.367,1.268,
10255915,282.9687000,47.3011700,0.000,0.000,0,5580,4.600,-0.299,0.112,0.346,0.840,
10255934,282.9788100,47.3484700,0.000,0.000,0,5570,4.384,-0.179,0.098,0.305,1.096,
10256023,283.0248900,47.3637300,0.000,0.000,0,4254,4.390,0.079,0.062,0.194,0.900,
10256048,283.0376210,47.3334600,0.000,0.000,0,5719,4.551,-0.088,0.118,0.365,0.900,
10256062,283.0453010,47.3291200,0.000,0.000,0,5799,4.439,-0.257,0.122,0.379,1.036,
10256177,283.0980300,47.3956600,0.000,0.000,0,6205,4.289,-0.329,0.116,0.360,1.268,
10256235,283.1274110,47.3934900,0.000,0.000,0,4710,4.377,0.076,0.080,0.249,1.009,
10256240,283.1281100,47.3150400,0.000,0.000,0,6261,4.337,0.009,0.078,0.241,1.198,
10256273,283.1454000,47.3488400,0.000,0.000,0,5316,4.502,0.099,0.108,0.336,0.925,
10256275,283.1460500,47.3721100,0.000,0.000,0,5623,4.357,-0.116,0.096,0.298,1.137,
10256300,283.1587700,47.3937900,0.000,0.000,0,6517,4.221,-0.069,0.110,0.340,1.401,
10256327,283.1702100,47.3073700,0.000,0.000,0,5731,4.420,-0.221,0.124,0.383,1.058,
10256345,283.1808300,47.3772700,0.000,0.000,0,4635,2.816,-0.489,0.132,0.409,7.777,
10256439,283.2344000,47.3621800,0.000,0.000,0,4911,4.339,-0.037,0.082,0.254,1.094,
10256442,283.2375200,47.3003300,0.000,0.000,0,5281,4.595,-0.076,0.105,0.326,0.820,
10256448,283.2402300,47.3910000,0.000,0.000,0,4996,2.868,-0.101,0.140,0.435,7.402,
10256494,283.2762000,47.3240800,0.000,0.000,0,7155,4.000,-0.015,0.084,0.260,1.918,
10256550,283.3032090,47.3537600,0.000,0.000,0,5759,4.464,-0.243,0.116,0.360,1.003,
10256595,283.3299600,47.3956500,0.000,0.000,0,6224,4.293,-0.183,0.053,0.166,1.263,
10256597,283.3302410,47.3383400,0.000,0.000,0,5894,4.507,-0.059,0.115,0.356,0.958,
10256619,283.3449900,47.3552700,0.028,-0.028,0,4936,4.761,0.151,0.083,0.259,0.632,
10256628,283.3544700,47.3048700,0.000,0.000,0,5051,4.533,0.019,0.099,0.308,0.867,
10256651,283.3668110,47.3921100,0.004,0.012,0,5037,4.760,-0.090,0.094,0.293,0.645,
10256676,283.3800410,47.3846300,0.000,0.000,0,5182,4.767,-0.402,0.081,0.251,0.650,
10264744,287.7560190,47.3020500,0.000,0.000,0,6272,4.251,-0.236,0.118,0.366,1.333,
10264842,287.7969410,47.3246600,0.000,0.000,0,6384,4.777,0.183,0.132,0.408,0.702,
10264849,287.8024500,47.3422000,0.000,0.000,0,5307,4.912,-0.392,0.077,0.238,0.548,
10264857,287.8061000,47.3414500,0.000,0.000,0,5566,4.522,-0.273,0.117,0.362,0.924,
10264903,287.8297500,47.3234500,0.000,0.000,0,6152,4.527,-0.372,0.120,0.373,0.945,
10264912,287.8333010,47.3373000,0.000,0.000,0,5530,4.636,-0.416,0.084,0.260,0.798,
10264975,287.8685810,47.3263200,0.000,0.000,0,5671,4.588,-0.478,0.116,0.360,0.858,
10265054,287.9163000,47.3287200,0.000,0.000,0,4825,3.062,-0.291,0.151,0.467,5.870,
10265077,287.9297310,47.3114710,0.000,0.000,0,,,,,,,
10265130,287.9575890,47.3055600,0.000,0.000,0,4840,2.553,-0.099,0.114,0.354,10.536,
10265236,288.0127910,47.3224100,0.000,0.000,0,5624,4.520,-0.646,0.089,0.275,0.931,
10265241,288.0143100,47.3497500,0.000,0.000,0,5222,4.482,-0.088,0.108,0.336,0.941,
10265243,288.0150900,47.3185900,0.000,0.000,0,5823,4.409,-0.094,0.125,0.387,1.076,
10265249,288.0175200,47.3364200,0.000,0.000,0,5664,4.519,-0.530,0.090,0.279,0.933,
10265341,288.0525900,47.3180400,0.000,0.000,0,6178,4.208,-0.100,0.098,0.304,1.404,
10265420,288.0940290,47.3080400,0.000,0.000,0,5262,4.488,-0.056,0.099,0.308,0.937,
10265524,288.1432110,47.3259710,0.000,0.000,0,,,,,,,
10265545,288.1496100,47.3573000,0.000,0.000,0,5949,4.423,-0.256,0.107,0.333,1.064,
10265563,288.1589810,47.3914300,0.000,0.000,0,5996,4.504,0.066,0.141,0.437,0.965,
10265594,288.1748210,47.3783600,0.000,0.000,0,5847,4.350,-0.454,0.146,0.452,1.158,
10265602,288.1778900,47.3666800,0.000,0.000,0,5756,4.454,-0.323,0.141,0.438,1.016,
10265705,288.2319140,47.3740060,0.000,0.000,0,,,,,,,
10265714,288.2350100,47.3943700,0.000,0.000,0,6215,4.489,0.007,0.087,0.271,0.994,
10265768,288.2655300,47.3672900,0.000,0.000,0,6352,4.200,-0.237,0.147,0.455,1.429,
10265800,288.2832110,47.3081000,0.000,0.000,0,5895,4.611,0.201,0.143,0.443,0.843,
10265873,288.3165000,47.3996900,0.000,0.000,0,5438,4.631,-0.322,0.091,0.282,0.796,
10265889,288.3245600,47.3450700,0.000,0.000,0,5640,4.470,-0.542,0.100,0.310,0.990,
10265898,288.3279000,47.3815900,0.000,0.000,0,5360,4.588,0.469,0.112,0.348,0.834,
10265903,288.3293300,47.3371800,0.000,0.000,0,5375,4.569,-0.082,0.105,0.325,0.856,
10265939,288.3447800,47.3117700,0.000,0.000,0,4932,3.442,-0.441,0.122,0.378,3.688,
10266012,288.3820910,47.3710500,0.000,0.000,0,5461,4.694,-0.268,0.126,0.390,0.736,
10266071,288.4065410,47.3221200,0.000,0.000,0,4964,4.600,-0.296,0.063,0.196,0.784,
10266105,288.4245000,47.3561500,0.000,0.000,0,5012,4.323,-0.844,0.094,0.292,1.134,
10266153,288.4486500,47.3900100,-0.006,0.000,0,5565,4.458,-0.250,0.053,0.165,1.000,
10266166,288.4555700,47.3640400,0.000,0.000,0,5671,4.485,-0.042,0.115,0.356,0.974,
10266179,288.4593500,47.3000560,0.000,0.000,0,,,,,,,
10266194,288.4628700,47.3319800,-0.008,-0.008,0,5323,5.053,0.110,0.092,0.286,0.456,
10266195,288.4631100,47.3192800,0.000,0.000,0,5566,4.697,-0.475,0.087,0.271,0.741,
10266272,288.5003100,47.3696600,0.000,0.000,0,6501,4.265,-0.077,0.113,0.351,1.324,
10266349,288.5363600,47.3827000,0.000,0.000,0,5038,3.374,-0.387,0.155,0.480,4.025,
10266353,288.5374200,47.3502600,0.000,0.000,0,5999,4.496,0.028,0.149,0.461,0.976,
10266376,288.5483100,47.3294700,0.000,0.000,0,5299,4.544,-0.093,0.108,0.336,0.876,
10266404,288.5642700,47.3454900,0.000,0.000,0,4620,2.713,0.146,0.158,0.489,8.730,
10266452,288.5918400,47.3960300,0.000,0.000,0,5651,4.423,-0.472,0.119,0.369,1.050,
10266480,288.6052700,47.3026300,0.000,0.000,0,5938,4.445,-0.012,0.094,0.291,1.035,
10266495,288.6118200,47.3645300,0.000,0.000,0,5704,4.729,0.034,0.075,0.232,0.720,
10266550,288.6324000,47.3866600,0.000,0.000,0,5870,4.515,-0.063,0.100,0.309,0.948,
10266552,288.6338900,47.3500700,0.000,0.000,0,5702,4.671,0.045,0.073,0.227,0.774,
10266560,288.6375410,47.3124800,0.000,0.000,0,5420,4.749,-0.077,0.095,0.295,0.683,
10266573,288.6445010,47.3302500,0.000,0.000,0,5033,4.508,0.084,0.118,0.364,0.893,
10266587,288.6497100,47.3463700,0.000,0.000,0,5335,4.632,-0.385,0.102,0.315,0.787,
10266615,288.6707000,47.3991400,0.000,0.000,0,5517,4.842,-0.052,0.089,0.274,0.614,
10266624,288.6763800,47.3575000,0.000,0.000,0,5358,4.809,-0.341,0.083,0.257,0.629,
10266637,288.6826800,47.3305200,0.000,0.000,0,5105,4.578,-0.640,0.082,0.256,0.823,
10266638,288.6826890,47.3401600,0.000,0.000,0,5662,4.568,-0.126,0.108,0.333,0.879,
10266682,288.7047500,47.3405200,0.000,0.000,0,5674,4.543,-0.078,0.077,0.238,0.907,
10266705,288.7166600,47.3846400,0.000,0.000,0,5549,4.801,-0.064,0.084,0.261,0.649,
10266707,288.7172210,47.3497200,0.000,0.000,0,5807,4.586,-0.047,0.108,0.335,0.866,
10266723,288.7250100,47.3752600,0.000,0.000,0,4760,3.110,0.071,0.135,0.418,5.535,
10266725,288.7266300,47.3615700,0.000,0.000,0,5789,4.408,-0.285,0.123,0.382,1.077,
10266793,288.7569000,47.3475700,0.000,0.000,0,4987,3.706,-0.299,0.125,0.386,2.625,
10266838,288.7721400,47.3661400,0.000,0.000,0,6099,4.481,-0.122,0.111,0.344,0.998,
10266852,288.7793810,47.3443700,0.000,0.000,0,5758,4.599,0.070,0.060,0.186,0.850,
10266860,288.7816200,47.3973500,0.000,0.000,0,6309,4.356,-0.125,0.108,0.336,1.173,
10266952,288.8264900,47.3817600,0.000,0.000,0,6094,4.748,0.080,0.130,0.402,0.717,
10266960,288.8311800,47.3602900,0.000,0.000,0,5797,4.618,-0.010,0.136,0.422,0.832,
10279168,293.8932410,47.3036000,0.000,0.000,0,5622,4.457,-0.619,0.134,0.417,1.006,
10279177,293.8964810,47.3131600,0.014,0.012,0,5499,4.698,-0.017,0.127,0.394,0.736,
10279275,293.9377800,47.3185000,0.000,0.000,0,5454,4.266,-0.038,0.156,0.484,1.259,
10279312,293.9544800,47.3363900,0.000,0.000,0,5484,4.636,-0.118,0.125,0.387,0.795,
10279427,293.9968200,47.3112800,0.000,0.000,0,5188,4.670,-0.255,0.105,0.325,0.737,
10279436,294.0006600,47.3312200,0.000,0.000,0,5788,4.414,-0.036,0.168,0.520,1.069,
10279438,294.0016400,47.3474300,0.000,0.000,0,6001,4.461,0.076,0.160,0.495,1.019,
10279457,294.0077300,47.3697500,0.000,0.000,0,5242,3.446,-0.321,0.103,0.321,3.692,
10279464,294.0094200,47.3192300,0.000,0.000,0,5348,4.539,-0.305,0.118,0.365,0.886,
10279593,294.0562800,47.3314300,0.000,0.000,0,5381,4.565,-0.115,0.147,0.456,0.860,
10279641,294.0684900,47.3516500,0.000,0.000,0,6697,4.206,-0.183,0.123,0.383,1.441,
10279656,294.0770400,47.3323500,0.000,0.000,0,5777,4.722,-0.580,0.115,0.357,0.729,
10279663,294.0800810,47.3877100,0.000,0.000,0,4892,2.606,-0.052,0.179,0.555,9.922,
